,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
,,,,,,,,, 0084,20 ,월12:00-12:50 (Y9230),,,,,
,,,,,,,,,,,수12:00-12:50 (Y9230),,,,,
,,,,,,,,, 0085,20 ,월14:00-14:50 (Y9230),,,,,
,,,,,,,,,,,수14:00-14:50 (Y9230),,,,,
,,,,,,,,, 0086,20 ,월15:00-15:50 (Y9230),,,,,
,,,,,,,,,,,수15:00-15:50 (Y9230),,,,,
,,,,,,,,, 0087,20 ,월16:00-16:50 (Y9230),,,,,
,,,,,,,,,,,수16:00-16:50 (Y9230),,,,,
,,,,,,,,, 0088,20 ,화10:00-10:50 (Y9230),,,,,
,,,,,,,,,,,목10:00-10:50 (Y9230),,,,,
,,,,,,,,, 0089,20 ,화11:00-11:50 (Y9230),,,,,
,,,,,,,,,,,목11:00-11:50 (Y9230),,,,,
,,,,,,,,, 0090,20 ,화12:00-12:50 (Y9230),,,,,
,,,,,,,,,,,목12:00-12:50 (Y9230),,,,,
,,,,,,,,, 0091,20 ,화14:00-14:50 (Y9230),,,,,
,,,,,,,,,,,목14:00-14:50 (Y9230),,,,,
,,,,,,,,, 0092,20 ,화15:00-15:50 (Y9230),,,,,
,,,,,,,,,,,목15:00-15:50 (Y9230),,,,,
,,,,,,,,, 0093,20 ,화16:00-16:50 (Y9230),,,,,
,,,,,,,,,,,목16:00-16:50 (Y9230),,,,,
,,,,,,,에릭스톨즈,, 0094,20 ,월10:00-10:50 (Y9203),,,,,
,,,,,,,,,,,수10:00-10:50 (Y9203),,,,,
,,,,,,,,, 0095,20 ,월11:00-11:50 (Y9203),,,,,
,,,,,,,,,,,수11:00-11:50 (Y9203),,,,,
,,,,,,,,, 0096,20 ,월12:00-12:50 (Y9203),,,,,
,,,,,,,,,,,수12:00-12:50 (Y9203),,,,,
,,,,,,,,, 0097,20 ,월14:00-14:50 (Y9203),,,,,
,,,,,,,,,,,수14:00-14:50 (Y9203),,,,,
,,,,,,,,, 0098,20 ,월15:00-15:50 (Y9203),,,,,
,,,,,,,,,,,수15:00-15:50 (Y9203),,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,5 / 77,,,,,,출력일자 : 2025-07-23,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
전학년,영어회화2,교필109,,,1 ,2 ,에릭스톨즈,, 0099,20 ,월16:00-16:50 (Y9203),,,,,
,,,,,,,,,,,수16:00-16:50 (Y9203),,,,,
,,,,,,,,, 0100,20 ,화10:00-10:50 (Y9203),,,,,
,,,,,,,,,,,목10:00-10:50 (Y9203),,,,,
,,,,,,,,, 0101,20 ,화11:00-11:50 (Y9203),,,,,
,,,,,,,,,,,목11:00-11:50 (Y9203),,,,,
,,,,,,,,, 0102,20 ,화12:00-12:50 (Y9203),,,,,
,,,,,,,,,,,목12:00-12:50 (Y9203),,,,,
,,,,,,,,, 0103,20 ,화14:00-14:50 (Y9203),,,,,
,,,,,,,,,,,목14:00-14:50 (Y9203),,,,,
,,,,,,,,, 0104,20 ,화15:00-15:50 (Y9203),,,,,
,,,,,,,,,,,목15:00-15:50 (Y9203),,,,,
,,,,,,,,, 0105,20 ,화16:00-16:50 (Y9203),,,,,
,,,,,,,,,,,목16:00-16:50 (Y9203),,,,,
,,,,,,,브랜트덕스,, 0106,20 ,월18:40-20:15 (Y9238),,,,스포츠지도학전공 전용강좌,
,,,,,,,,, 0107,20 ,월15:00-15:50 (Y9238),,,,,
,,,,,,,,,,,수15:00-15:50 (Y9238),,,,,
,,,,,,,,, 0108,20 ,월16:00-16:50 (Y9238),,,,,
,,,,,,,,,,,수16:00-16:50 (Y9238),,,,,
,,,,,,,,, 0109,20 ,화15:00-15:50 (Y9238),,,,,
,,,,,,,,,,,목15:00-15:50 (Y9238),,,,,
,,,,,,,,, 0110,20 ,화16:00-16:50 (Y9238),,,,,
,,,,,,,,,,,목16:00-16:50 (Y9238),,,,,
,철학과인간,교선110,,,3 ,3 ,손성우,, 0111,55 ,화09:00-10:50 (Y2535),,,,,
